SECTION1
v	#	0.00045065344750
t	p	0.13043478260870
,	a	0.01690962099125
!	n	0.01970443349754
&	r	0.05439330543933
a	v	0.00927152317881
o	^	0.00470366886171
#	~	0.02836879432624
#	,	0.03546099290780
n	g	0.00449326010984
n	!	0.00549176235647
p	r	0.01118210862620
@	,	0.01542776998597
n	a	0.00549176235647
!	l	0.02709359605911
r	n	0.00435413642961
d	p	0.00230149597238
d	r	0.00575373993096
&	$	0.01255230125523
g	g	0.05109489051095
~	~	0.02044609665428
d	v	0.00345224395857
~	p	0.00557620817844
n	u	0.00649026460310
v	!	0.00225326723749
l	r	0.09523809523810
&	a	0.04184100418410
~	$	0.00557620817844
#	d	0.01418439716312
p	,	0.01357827476038
x	v	0.20000000000000
v	&	0.00540784136999
@	r	0.01262272089762
l	d	0.04761904761905
g	o	0.01459854014599
p	$	0.01357827476038
o	l	0.00094073377234
!	~	0.00738916256158
~	d	0.00929368029740
l	o	0.01190476190476
,	~	0.01224489795918
!	e	0.01231527093596
&	^	0.03765690376569
t	!	0.01086956521739
t	a	0.02173913043478
&	u	0.00418410041841
e	u	0.02027027027027
e	r	0.01351351351351
g	!	0.01459854014599
n	~	0.00299550673989
^	r	0.01123595505618
d	s	0.00345224395857
v	$	0.00495718792249
@	d	0.00841514726508
s	n	0.44444444444444
&	p	0.02510460251046
v	z	0.00045065344750
n	t	0.00149775336995
g	,	0.05839416058394
d	g	0.00230149597238
@	#	0.00140252454418
a	a	0.02384105960265
l	^	0.00396825396825
@	a	0.01122019635344
u	g	0.00896860986547
n	d	0.00249625561658
,	p	0.01049562682216
p	z	0.00159744408946
,	$	0.00583090379009
p	u	0.00159744408946
z	n	0.23809523809524
!	@	0.00246305418719
n	#	0.00199700449326
#	^	0.02127659574468
^	@	0.00112359550562
a	$	0.01059602649007
g	^	0.04379562043796
^	&	0.01460674157303
!	r	0.01477832512315
!	p	0.01477832512315
n	^	0.00299550673989
a	&	0.01059602649007
n	@	0.00249625561658
g	p	0.02189781021898
g	$	0.02189781021898
^	g	0.00337078651685
g	v	0.02189781021898
e	v	0.02027027027027
o	g	0.00094073377234
r	^	0.00725689404935
z	a	0.09523809523810
~	g	0.00185873605948
#	g	0.00709219858156
^	z	0.00449438202247
l	t	0.01587301587302
a	d	0.00662251655629
&	g	0.00418410041841
@	g	0.00561009817672
$	v	0.00462962962963
$	a	0.02314814814815
$	^	0.01851851851852
!	u	0.00738916256158
u	~	0.02242152466368
t	d	0.05434782608696
^	s	0.00224719101124
~	x	0.00185873605948
@	u	0.00701262272090
^	d	0.00112359550562
t	v	0.02173913043478
t	,	0.08695652173913
m	v	0.33333333333333
g	d	0.02189781021898
$	r	0.00925925925926
$	~	0.00462962962963
d	d	0.00230149597238
r	e	0.00580551523948
t	g	0.01086956521739
g	a	0.01459854014599
n	z	0.00049925112332
v	@	0.00495718792249
t	n	0.05434782608696
u	p	0.02242152466368
p	g	0.00319488817891
v	g	0.00090130689500
u	o	0.00448430493274
#	p	0.00709219858156
e	e	0.07432432432432
x	,	0.06666666666667
e	#	0.00675675675676
a	r	0.00794701986755
o	#	0.00094073377234
t	o	0.01086956521739
x	d	0.20000000000000
~	e	0.00557620817844
a	s	0.00132450331126
~	a	0.00929368029740
#	n	0.01418439716312
@	x	0.00280504908836
r	@	0.00145137880987
!	#	0.00492610837438
a	e	0.00662251655629
l	l	0.00396825396825
o	$	0.00094073377234
$	u	0.00925925925926
t	^	0.03260869565217
$	&	0.01851851851852
a	~	0.00264900662252
a	!	0.00529801324503
e	n	0.00675675675676
&	@	0.00836820083682
z	,	0.04761904761905
~	#	0.00743494423792
!	g	0.00246305418719
l	$	0.01190476190476
!	v	0.00738916256158
&	d	0.01673640167364
e	&	0.01351351351351
^	~	0.00337078651685
g	n	0.00729927007299
s	a	0.05555555555556
&	!	0.01255230125523
^	#	0.00112359550562
u	&	0.00896860986547
o	u	0.00094073377234
y	d	0.50000000000000
^	o	0.00337078651685
!	$	0.00246305418719
d	o	0.00345224395857
r	~	0.00435413642961
e	^	0.00675675675676
e	o	0.02702702702703
$	o	0.01388888888889
u	e	0.00448430493274
#	$	0.00709219858156
#	v	0.00709219858156
u	v	0.01345291479821
n	l	0.00049925112332
u	$	0.00448430493274
m	a	0.33333333333333
d	~	0.00115074798619
r	&	0.00145137880987
r	#	0.00290275761974
v	u	0.00045065344750
$	g	0.00462962962963
e	p	0.01351351351351
z	^	0.09523809523810
o	x	0.00094073377234
,	y	0.00058309037901
@	$	0.00280504908836
d	z	0.00115074798619
t	r	0.02173913043478
t	e	0.01086956521739
p	s	0.00159744408946
e	g	0.00675675675676
#	a	0.00709219858156
r	z	0.00145137880987
&	,	0.00418410041841
a	l	0.00264900662252
d	@	0.00115074798619
,	z	0.00058309037901
^	l	0.00112359550562
t	&	0.01086956521739
r	g	0.00145137880987
u	@	0.00448430493274
SECTION2
o	i	0.29633113828786
v	predict	0.00045065344750
v	won't	0.00225326723749
v	win	0.00315457413249
d	a	0.20368239355581
a	single	0.00132450331126
n	game	0.00649026460310
v	bet	0.00180261379000
p	on	0.07428115015974
,	.	0.24897959183673
v	got	0.01216764308247
^	cliff	0.00112359550562
^	lee	0.00112359550562
n	today	0.00649026460310
,	,	0.13119533527697
p	so	0.01916932907348
p	if	0.03514376996805
o	he	0.01975540921919
v	loses	0.00090130689500
l	its	0.11507936507937
o	me	0.07808090310442
~	rt	0.42565055762082
@	@e_one	0.00140252454418
~	:	0.38475836431227
^	texas	0.00224719101124
,	(	0.01865889212828
~	cont	0.01115241635688
,	)	0.01807580174927
u	http://tl.gd/6meogh	0.00448430493274
@	@djblack_pearl	0.00140252454418
o	wat	0.00376293508937
n	muhfuckaz	0.00049925112332
v	wearin	0.00045065344750
p	4	0.00559105431310
d	the	0.31760644418872
n	lingerie	0.00049925112332
n	party	0.00299550673989
,	?????	0.00058309037901
^	wednesday	0.00449438202247
a	27th	0.00132450331126
^	october	0.00449438202247
$	2010	0.02777777777778
v	》have	0.00045065344750
a	nice	0.00794701986755
n	day	0.01148277583625
e	:)	0.18918918918919
@	@ddlovato	0.00140252454418
@	@joejonas	0.00140252454418
!	oh	0.04433497536946
!	hey	0.03448275862069
n	thanks	0.00848726909636
n	jerk	0.00049925112332
,	!	0.14227405247813
@	@thecamion	0.00140252454418
v	like	0.00585849481749
n	monkeys	0.00049925112332
&	but	0.17573221757322
r	still	0.01886792452830
v	hate	0.00450653447499
^	costco	0.00112359550562
n	parking	0.00049925112332
n	lots	0.00149775336995
,	..	0.02390670553936
@	@ddaimaru	0.00140252454418
v	may	0.00270392068499
v	have	0.02433528616494
p	to	0.19249201277955
v	get	0.02073005858495
^	minecraft	0.00112359550562
p	after	0.00718849840256
v	watching	0.00135196034250
n	videos	0.00099850224663
p	of	0.09265175718850
o	it	0.09971777986830
@	@eye_ee_duh_esq	0.00140252454418
!	lmbo	0.00738916256158
d	this	0.05523590333717
n	man	0.00549176235647
v	filed	0.00045065344750
d	an	0.02071346375144
n	emergency	0.00049925112332
n	motion	0.00099850224663
p	for	0.08226837060703
n	continuance	0.00049925112332
n	account	0.00099850224663
^	rangers	0.00337078651685
n	tonight	0.00199700449326
~	«	0.00557620817844
!	wow	0.01970443349754
!	lmao	0.03940886699507
@	@musicdenver	0.00140252454418
^	lady	0.00112359550562
^	gaga	0.00112359550562
,	-	0.02507288629738
a	bad	0.01324503311258
n	romance	0.00049925112332
u	http://dld.bz/n6xv	0.00448430493274
@	@cheriexamor	0.00140252454418
r	when	0.03193033381713
o	you	0.15616180620884
a	good	0.03841059602649
n	thing	0.00549176235647
v	hold	0.00180261379000
v	squeeze	0.00045065344750
r	never	0.02322206095791
v	let	0.00540784136999
v	go	0.01126633618747
v	are	0.02613789995493
p	in	0.08146964856230
^	world	0.00337078651685
^	series	0.00337078651685
,	!!!!!!!!!	0.00058309037901
u	http://fb.me/d2lsxbjx	0.00448430493274
r	just	0.09579100145138
v	watched	0.00180261379000
^	jersey	0.00112359550562
^	shore	0.00112359550562
n	episode	0.00149775336995
^	southpark	0.00112359550562
r	really	0.02612481857765
v	don't	0.01126633618747
^	south	0.00674157303371
^	park	0.00449438202247
o	that	0.02351834430856
v	was	0.02343397926994
a	hilarious	0.00529801324503
,	!!!!!!!	0.00116618075802
n	gradpics	0.00049925112332
e	<3	0.06756756756757
,	!!	0.02915451895044
@	@uncrownd_prince	0.00140252454418
!	hell	0.00246305418719
!	yea	0.01724137931034
a	next	0.00927152317881
n	week	0.00199700449326
$	two	0.01388888888889
n	morning	0.00549176235647
^	zumba	0.00112359550562
n	classes	0.00099850224663
p	with	0.04952076677316
l	you're	0.05158730158730
v	interested	0.00045065344750
^	monday	0.00112359550562
^	nov	0.00112359550562
$	1st	0.00462962962963
p	at	0.04952076677316
$	8:30	0.00462962962963
n	am	0.00099850224663
&	and	0.52719665271967
n	wednesday	0.00049925112332
~	...	0.10966542750929
u	http://fb.me/kwr0prqf	0.00448430493274
^	calgary	0.00112359550562
$	1980	0.00462962962963
^	pontiac	0.00112359550562
^	trans	0.00112359550562
^	am	0.00112359550562
^	t	0.00112359550562
^	tops	0.00112359550562
,	$	0.00058309037901
$	4,900	0.00462962962963
$	00	0.00462962962963
p	over	0.00798722044728
$	175	0.00462962962963
n	cars	0.00049925112332
n	trucks	0.00049925112332
n	suv's	0.00049925112332
$	90	0.00462962962963
n	warrenty	0.00049925112332
u	http://tinyurl.com/239fktn	0.00448430493274
v	-is	0.00045065344750
v	bored	0.00090130689500
p	out	0.01038338658147
d	my	0.12888377445339
n	mind	0.00249625561658
p	becaus	0.00079872204473
^	fallout	0.00224719101124
v	doesn't	0.00270392068499
v	work	0.00135196034250
n	computer	0.00199700449326
v	keeps	0.00045065344750
v	crashing	0.00045065344750
a	calm	0.00132450331126
^	heechul	0.00112359550562
e	^^	0.00675675675676
@	@heedictator	0.00140252454418
u	http://twitpic.com/317hjw	0.00448430493274
!	hhhhhhhhhhhhhhhhhhhhhhi~☆	0.00246305418719
@	@bettymcsweets	0.00140252454418
v	hurts	0.00045065344750
a	great	0.01456953642384
n	review	0.00149775336995
#	#jbspinshttp	0.00709219858156
u	://	0.00448430493274
u	jbspins.blogspot.com/2010/10/fandom-love-saturday-nightmares.html	0.00448430493274
v	weighs	0.00090130689500
r	too	0.02902757619739
r	much	0.00580551523948
n	time	0.00948577134299
n	hands	0.00049925112332
v	broken	0.00045065344750
l	she'll	0.00396825396825
v	disappear	0.00045065344750
@	@we_luv_thisguy	0.00140252454418
a	guud	0.00132450331126
a	shitty	0.00132450331126
n	ass	0.00249625561658
!	man	0.00985221674877
^	heat	0.01123595505618
v	need	0.01036502929247
^	tahj	0.00112359550562
n	court	0.00049925112332
@	@iceaxe5	0.00140252454418
#	#cholera	0.00709219858156
#	#haiti	0.00709219858156
,	...	0.05422740524781
r	how	0.04789550072569
a	many	0.01192052980132
n	lives	0.00049925112332
n	family	0.00099850224663
n	providers	0.00049925112332
v	would	0.00856241550248
v	been	0.00450653447499
v	saved	0.00090130689500
a	faster	0.00132450331126
n	warning	0.00049925112332
&	&	0.16317991631799
n	response	0.00049925112332
@	@taylorfly	0.00140252454418
!	yup	0.00985221674877
$	63	0.00462962962963
$	53	0.00462962962963
v	needs	0.00135196034250
v	focus	0.00045065344750
r	now	0.04934687953556
d	that	0.02531645569620
v	caused	0.00045065344750
r	abt	0.00145137880987
$	$200	0.00925925925926
p	from	0.03354632587859
n	mall	0.00049925112332
v	wonder	0.00135196034250
n	warranty	0.00049925112332
v	help	0.00225326723749
@	@iamcomedy	0.00140252454418
!	lol	0.20689655172414
v	know	0.01081568273997
!	right	0.00985221674877
^	bbm	0.00224719101124
n	yawn	0.00049925112332
n	face	0.00349475786321
,	*	0.01166180758017
n	#napflow	0.00049925112332
v	felt	0.00180261379000
r	so	0.04208998548621
a	refreshing	0.00397350993377
@	@kamilaluvsdemi	0.00140252454418
@	@iselgomezi	0.00140252454418
v	dont	0.00270392068499
r	where	0.02467343976778
v	be	0.02163136547995
p	without	0.00159744408946
^	demi	0.00112359550562
v	luv	0.00045065344750
o	youuuu	0.00094073377234
#	#ifmymomshadatwitter	0.00709219858156
v	throw	0.00090130689500
n	subs	0.00049925112332
o	her	0.00846660395108
p	like	0.03115015974441
d	no	0.01380897583429
n	tomorrow	0.00499251123315
e	-_-	0.03378378378378
@	@tweetwithchinky	0.00140252454418
v	aim	0.00045065344750
!	cahh	0.00246305418719
^	biocon	0.00112359550562
v	invest	0.00045065344750
$	161	0.00462962962963
$	million	0.00462962962963
n	dollars	0.00049925112332
^	malaysia	0.00112359550562
u	http://dlvr.it/7c1g2	0.00448430493274
@	@xpleasestaymine	0.00140252454418
p	because	0.00559105431310
n	school	0.00399400898652
^	friday	0.00337078651685
@	@xmsxjazzeextgod	0.00140252454418
!	naw	0.00738916256158
o	we	0.04327375352775
@	@joshmiami	0.00140252454418
l	i'm	0.17063492063492
a	off	0.00132450331126
^	thursday	0.00112359550562
v	is	0.05137449301487
,	?	0.06647230320700
g	nowfollowing	0.00729927007299
@	@youngstunna336	0.00140252454418
l	lemme	0.01190476190476
v	give	0.00270392068499
o	him	0.01411100658514
a	quick	0.00264900662252
n	s\o	0.00049925112332
,	!!!	0.01807580174927
n	ladies	0.00149775336995
v	follow	0.00585849481749
l	he's	0.03174603174603
n	#teamfollowback	0.00049925112332
^	chris	0.00224719101124
d	what	0.00345224395857
n	#exhibitors	0.00049925112332
r	currently	0.00290275761974
r	least	0.00145137880987
a	satisfied	0.00132450331126
d	their	0.00805523590334
n	trade	0.00049925112332
n	show	0.00349475786321
n	display	0.00049925112332
u	http://ow.ly/30d3p	0.00448430493274
#	#exhbiting	0.00709219858156
#	#tradeshow	0.00709219858156
#	#eventprofs	0.00709219858156
#	#b2b	0.00709219858156
@	@mercedesjay06	0.00140252454418
n	course	0.00049925112332
o	she	0.01505174035748
v	can	0.01532221721496
v	come	0.00585849481749
@	@ms_outta_orda	0.00140252454418
v	wasnt	0.00090130689500
n	blood	0.00099850224663
@	@enkore03	0.00140252454418
!	lmfao	0.01231527093596
@	@yourfavwhiteguy	0.00140252454418
v	helppp	0.00045065344750
o	meeeee	0.00094073377234
l	i'mmm	0.00396825396825
a	meltiiinngggg	0.00132450331126
g	-->	0.01459854014599
u	http://twitpic.com/316cjg	0.00448430493274
v	made	0.00315457413249
u	http://twitpic.com/315uo0	0.00448430493274
@	@alexanderdeleon	0.00140252454418
v	tear	0.00045065344750
t	up	0.33695652173913
d	every	0.00805523590334
v	hear	0.00405588102749
$	one	0.16203703703704
v	reminds	0.00045065344750
n	niece	0.00049925112332
o	who	0.01787394167451
n	world	0.00199700449326
!	hello	0.00738916256158
a	sweet	0.00397350993377
e	;-)	0.00675675675676
n	news	0.00249625561658
,	:	0.05772594752187
^	congress	0.00224719101124
v	gives	0.00135196034250
^	facebook	0.00674157303371
n	privacy	0.00049925112332
n	homework	0.00099850224663
n	extension	0.00049925112332
^	clickz	0.00112359550562
u	http://bit.ly/byvzho	0.00448430493274
,	(((	0.00058309037901
v	please	0.00721045515998
v	share	0.00090130689500
,	)))	0.00058309037901
@	@ratihreno	0.00140252454418
@	@oxsy	0.00140252454418
,	'	0.01516034985423
g	s	0.02189781021898
n	home	0.00698951572641
@	@elma_sr	0.00140252454418
@	@pipitberliani	0.00140252454418
@	@mayciss	0.00140252454418
@	@syari2112	0.00140252454418
m	#lebronshould	0.33333333333333
d	his	0.02071346375144
a	only	0.01192052980132
n	championship	0.00049925112332
n	slam	0.00049925112332
n	dunk	0.00049925112332
,	'.	0.00058309037901
@	@infiniteideal	0.00140252454418
n	autism	0.00049925112332
n	families	0.00099850224663
v	given	0.00135196034250
a	fresh	0.00397350993377
n	hope	0.00049925112332
,	--	0.00524781341108
^	simplestepsautism	0.00112359550562
^	.	0.00112359550562
^	com	0.00112359550562
v	launches	0.00045065344750
a	american	0.00132450331126
v	facing	0.00045065344750
a	heart-breaking	0.00132450331126
g	d	0.00729927007299
u	http://yhoo.it/d9utz2	0.00448430493274
@	@lelandbchapman	0.00140252454418
v	will	0.01216764308247
n	field	0.00049925112332
!	ok	0.02216748768473
l	im	0.07539682539683
v	watchin	0.00045065344750
o	u	0.06396989651929
n	baby	0.00349475786321
v	thinkin	0.00045065344750
p	bout	0.00399361022364
x	all	0.53333333333333
n	things	0.00349475786321
p	that	0.02795527156550
v	do	0.01442091031996
n	top	0.00099850224663
g	sp…	0.00729927007299
u	http://lnk.ms/dcjfh	0.00448430493274
@	@jadesmokedgreen	0.00140252454418
l	who's	0.01587301587302
r	ever	0.01596516690856
v	smoked	0.00045065344750
p	before	0.00559105431310
o	they	0.03292568203198
v	took	0.00405588102749
n	test	0.00149775336995
,	/	0.00174927113703
v	raises	0.00045065344750
n	hand	0.00199700449326
v	jumps	0.00045065344750
g	up&	0.00729927007299
r	down	0.00870827285922
o	meee	0.00094073377234
@	@basilbronson	0.00140252454418
n	somebody	0.00149775336995
v	should	0.00675980171248
v	text	0.00135196034250
@	@mrhelium89	0.00140252454418
!	loolll	0.00246305418719
v	lyin	0.00045065344750
^	gem	0.00112359550562
@	@californiavixen	0.00140252454418
v	waiting	0.00180261379000
v	say	0.00585849481749
n	something	0.00349475786321
o	the	0.00094073377234
r	barely	0.00145137880987
v	pulled	0.00045065344750
t	out	0.31521739130435
,	.......	0.00058309037901
a	weak	0.00132450331126
p	as	0.01517571884984
n	hell	0.00249625561658
r	tho	0.00725689404935
#	#thingsyouwishyoucouldsaybutcant	0.00709219858156
v	stop	0.00180261379000
v	praying	0.00045065344750
^	god	0.00449438202247
n	genie	0.00049925112332
o	what	0.02634054562559
v	want	0.00630914826498
#	#iapprovethismessage	0.00709219858156
@	@lyricandmelody	0.00140252454418
v	whispered	0.00045065344750
n	place	0.00099850224663
r	why	0.03773584905660
r	even	0.01306240928882
^	california	0.00337078651685
@	@hippieoflove	0.00140252454418
v	eat	0.00225326723749
n	sushi	0.00049925112332
^	showoffradio	0.00112359550562
a	live	0.00397350993377
^	iyaz	0.00112359550562
a	ugly	0.00529801324503
n	mofuhka	0.00049925112332
l	iv	0.00396825396825
v	seen	0.00315457413249
r	super	0.00290275761974
p	up	0.00399361022364
a	close	0.00397350993377
#	#randomthought	0.00709219858156
v	feeling	0.00045065344750
a	second	0.00132450331126
n	chance	0.00149775336995
a	first	0.00794701986755
n	impression	0.00099850224663
@	@ashleyalong	0.00140252454418
!	yeah	0.02216748768473
a	funniest	0.00264900662252
@	@cotyjohnson	0.00140252454418
v	has	0.00856241550248
v	said	0.00495718792249
n	people	0.00998502246630
v	scalping	0.00045065344750
^	wiz	0.00112359550562
^	khalifa	0.00112359550562
n	tickets	0.00149775336995
a	more	0.02251655629139
p	than	0.01118210862620
$	$100	0.00462962962963
^	az	0.00112359550562
n	shit	0.00748876684973
r	fucking	0.00435413642961
a	ludicrous	0.00132450331126
$	1/2	0.00462962962963
^	d	0.00224719101124
^	cmichele1231	0.00112359550562
!	hi	0.00492610837438
,	.'	0.00116618075802
!	okay	0.00492610837438
!	whatever	0.00246305418719
v	lie	0.00045065344750
l	thats	0.00793650793651
p	against	0.00239616613419
^	jesus	0.00337078651685
r	maybe	0.00435413642961
v	wanna	0.00315457413249
n	friends	0.00149775336995
v	thought	0.00315457413249
^	pooja	0.00112359550562
g	c	0.00729927007299
n	#shoutout	0.00099850224663
n	nigga	0.00399400898652
v	walked	0.00090130689500
p	by	0.01597444089457
a	white	0.00397350993377
n	girl	0.00549176235647
v	talking	0.00135196034250
o	yll	0.00094073377234
v	wis	0.00045065344750
v	live	0.00360522757999
^	miami	0.00674157303371
@	@joe0718	0.00140252454418
a	easy	0.00132450331126
n	dude	0.00299550673989
^	bron	0.00224719101124
a	early	0.00529801324503
v	kno	0.00090130689500
r	better	0.00725689404935
a	freaky	0.00132450331126
n	lady	0.00149775336995
n	pyramid	0.00049925112332
l	i've	0.03968253968254
v	singing	0.00225326723749
a	new	0.04370860927152
n	tune	0.00049925112332
a	long	0.00397350993377
r	ago	0.00435413642961
v	weren't	0.00045065344750
v	listening	0.00045065344750
l	you'll	0.01587301587302
v	pay	0.00180261379000
a	better	0.00927152317881
n	attention	0.00049925112332
a	last	0.01589403973510
n	retweet	0.00049925112332
@	@maxburke	0.00140252454418
@	@beethequeenbee	0.00140252454418
!	awe	0.00246305418719
!	ayeee	0.00246305418719
v	fuck	0.00090130689500
@	@carolinaflame7	0.00140252454418
^	clinton	0.00337078651685
n	reason	0.00249625561658
a	financial	0.00132450331126
n	mess	0.00049925112332
,	"	0.03906705539359
n	credit	0.00149775336995
a	ok	0.00132450331126
v	started	0.00090130689500
n	office	0.00099850224663
@	@ninarosario	0.00140252454418
l	i'd	0.00396825396825
r	right	0.01015965166909
n	mom	0.00199700449326
v	feeding	0.00045065344750
a	best	0.01059602649007
@	@itsthingsinlife	0.00140252454418
v	retweet	0.00045065344750
d	your	0.04372842347526
n	eyes	0.00099850224663
a	watery	0.00132450331126
n	everyone	0.00299550673989
v	thinks	0.00045065344750
v	crying	0.00090130689500
#	#itsthingsinlife	0.00709219858156
v	move	0.00180261379000
t	on	0.08695652173913
n	gospel	0.00099850224663
p	into	0.00718849840256
,	!"	0.00058309037901
^	todd	0.00112359550562
^	friel	0.00112359550562
n	boy	0.00149775336995
,	!!!!	0.00641399416910
n	warriors	0.00049925112332
@	@andyroddick	0.00140252454418
^	jim	0.00224719101124
^	courier	0.00112359550562
^	davis	0.00112359550562
^	cup	0.00224719101124
n	captain	0.00049925112332
,	....	0.01282798833819
n	choice	0.00099850224663
n	studd	0.00049925112332
v	wear	0.00135196034250
n	micros	0.00049925112332
a	sad	0.00794701986755
v	called	0.00090130689500
n	liar	0.00099850224663
a	searous	0.00132450331126
v	were	0.00270392068499
a	bottom	0.00132450331126
n	bish	0.00049925112332
@	@nessumssoosassy	0.00140252454418
@	@lambchopfierce	0.00140252454418
!	ahahha	0.00246305418719
@	@tannyya_	0.00140252454418
a	late	0.00662251655629
^	-drake	0.00112359550562
^	monica	0.00112359550562
n	heart	0.00049925112332
n	song	0.00199700449326
^	twitter	0.00674157303371
v	banging	0.00045065344750
p	since	0.00239616613419
n	chances	0.00049925112332
v	getting	0.00405588102749
a	real	0.00794701986755
$	0	0.00462962962963
